,Unnamed: 0,time,lat,lon,spei
68992343,269496570,1987-08-16,40.25,105.25,-0.11472018
69058723,269755770,1987-09-16,40.25,105.25,-0.48893476
69125147,270014970,1987-10-16,40.25,105.25,0.70073724
69191531,270274170,1987-11-16,40.25,105.25,-1.2444683
69257804,270533370,1987-12-16,40.25,105.25,-1.0517459999999998
69324077,270792570,1988-01-16,40.25,105.25,0.9535996
69390255,271051770,1988-02-15,40.25,105.25,0.32838735
69456534,271310970,1988-03-16,40.25,105.25,-0.46795148
69522838,271570170,1988-04-16,40.25,105.25,-1.5523725
69589233,271829370,1988-05-16,40.25,105.25,1.7920111
69655549,272088570,1988-06-16,40.25,105.25,-0.48003128
69721947,272347770,1988-07-16,40.25,105.25,1.0327519
69788402,272606970,1988-08-16,40.25,105.25,-1.2764381
69854827,272866170,1988-09-16,40.25,105.25,-1.6318531
69921226,273125370,1988-10-16,40.25,105.25,-1.2928983
69987639,273384570,1988-11-16,40.25,105.25,0.62790304
70054031,273643770,1988-12-16,40.25,105.25,-1.0517459999999998
70120327,273902970,1989-01-16,40.25,105.25,-0.68040067
70186543,274162170,1989-02-15,40.25,105.25,0.32838735
70252797,274421370,1989-03-16,40.25,105.25,-1.4953839
70319039,274680570,1989-04-16,40.25,105.25,1.3082576
70385465,274939770,1989-05-16,40.25,105.25,-1.8425038
70451879,275198970,1989-06-16,40.25,105.25,-0.7419597
70518305,275458170,1989-07-16,40.25,105.25,-1.8945228
70584718,275717370,1989-08-16,40.25,105.25,-0.07887976
70651132,275976570,1989-09-16,40.25,105.25,1.4052451
70717565,276235770,1989-10-16,40.25,105.25,-1.5590844
70783934,276494970,1989-11-16,40.25,105.25,-0.87384635
70850320,276754170,1989-12-16,40.25,105.25,-1.0517459999999998
70916626,277013370,1990-01-16,40.25,105.25,-1.1175531
70982909,277272570,1990-02-15,40.25,105.25,-0.31788698
71049156,277531770,1990-03-16,40.25,105.25,2.0812342
71115466,277790970,1990-04-16,40.25,105.25,0.45867908
71181881,278050170,1990-05-16,40.25,105.25,0.80131084
71248290,278309370,1990-06-16,40.25,105.25,-1.7693106
71314644,278568570,1990-07-16,40.25,105.25,-0.7042964
71381066,278827770,1990-08-16,40.25,105.25,-1.9476274
71447454,279086970,1990-09-16,40.25,105.25,-1.6318531
71513877,279346170,1990-10-16,40.25,105.25,0.46539098
71580245,279605370,1990-11-16,40.25,105.25,-1.3826956
71646370,279864570,1990-12-16,40.25,105.25,-1.9288218
71712649,280123770,1991-01-16,40.25,105.25,-1.3673708
71778947,280382970,1991-02-15,40.25,105.25,-0.8811704
71845233,280642170,1991-03-16,40.25,105.25,2.2950382
71911541,280901370,1991-04-16,40.25,105.25,1.973548
71977967,281160570,1991-05-16,40.25,105.25,1.4170979
72044295,281419770,1991-06-16,40.25,105.25,-0.7067679
72110718,281678970,1991-07-16,40.25,105.25,-1.1662037
72177168,281938170,1991-08-16,40.25,105.25,-1.2695081
72243606,282197370,1991-09-16,40.25,105.25,-0.094118476
72310038,282456570,1991-10-16,40.25,105.25,0.031158874
72376465,282715770,1991-11-16,40.25,105.25,-1.3826956
72442864,282974970,1991-12-16,40.25,105.25,0.019844448
72509172,283234170,1992-01-16,40.25,105.25,-0.8896801999999999
72575474,283493370,1992-02-15,40.25,105.25,-0.8811704
72641765,283752570,1992-03-16,40.25,105.25,1.5296031
72708100,284011770,1992-04-16,40.25,105.25,-1.7049922
72774527,284270970,1992-05-16,40.25,105.25,0.5668856
72840857,284530170,1992-06-16,40.25,105.25,0.19201718
72907292,284789370,1992-07-16,40.25,105.25,-0.5207795999999999
72973738,285048570,1992-08-16,40.25,105.25,-0.35496536
73040169,285307770,1992-09-16,40.25,105.25,-1.4146069
73106585,285566970,1992-10-16,40.25,105.25,-1.5977486
73173007,285826170,1992-11-16,40.25,105.25,0.76433253
73239410,286085370,1992-12-16,40.25,105.25,-1.0517459999999998
73305719,286344570,1993-01-16,40.25,105.25,-0.14566383
73372039,286603770,1993-02-15,40.25,105.25,-1.3471518
73438330,286862970,1993-03-16,40.25,105.25,-0.78760505
73504650,287122170,1993-04-16,40.25,105.25,-1.2615321000000002
73571078,287381370,1993-05-16,40.25,105.25,0.24840419
73637468,287640570,1993-06-16,40.25,105.25,0.05205316
73703843,287899770,1993-07-16,40.25,105.25,1.1678385
73770286,288158970,1993-08-16,40.25,105.25,1.165842
73836689,288418170,1993-09-16,40.25,105.25,-0.74128324
73903106,288677370,1993-10-16,40.25,105.25,-0.24448113
73969493,288936570,1993-11-16,40.25,105.25,1.7525842
74035889,289195770,1993-12-16,40.25,105.25,0.019844448
74102198,289454970,1994-01-16,40.25,105.25,-1.3673708
74168502,289714170,1994-02-15,40.25,105.25,-0.31788698
74234789,289973370,1994-03-16,40.25,105.25,-0.24424191
74301138,290232570,1994-04-16,40.25,105.25,-0.45499244
74367561,290491770,1994-05-16,40.25,105.25,0.8753892
74433975,290750970,1994-06-16,40.25,105.25,0.73643845
74500402,291010170,1994-07-16,40.25,105.25,1.4535663
74566825,291269370,1994-08-16,40.25,105.25,2.0778725
74633263,291528570,1994-09-16,40.25,105.25,0.76027995
74699517,291787770,1994-10-16,40.25,105.25,0.63291276
74765937,292046970,1994-11-16,40.25,105.25,-1.3826956
74832341,292306170,1994-12-16,40.25,105.25,0.019844448
74898650,292565370,1995-01-16,40.25,105.25,-1.3673708
74964959,292824570,1995-02-15,40.25,105.25,-0.8811704
75031251,293083770,1995-03-16,40.25,105.25,-1.4953839
75097599,293342970,1995-04-16,40.25,105.25,-1.3685292
75164017,293602170,1995-05-16,40.25,105.25,-1.1590087
75230186,293861370,1995-06-16,40.25,105.25,-0.49732134
75296576,294120570,1995-07-16,40.25,105.25,1.0868856000000002
75362964,294379770,1995-08-16,40.25,105.25,0.9132262
75429317,294638970,1995-09-16,40.25,105.25,1.6898766
75495732,294898170,1995-10-16,40.25,105.25,1.3288028
75562157,295157370,1995-11-16,40.25,105.25,-1.2444683
75628558,295416570,1995-12-16,40.25,105.25,-1.0517459999999998
75694743,295675770,1996-01-16,40.25,105.25,-1.1175531
75761012,295934970,1996-02-15,40.25,105.25,-0.8811704
75827283,296194170,1996-03-16,40.25,105.25,1.7281744
75893616,296453370,1996-04-16,40.25,105.25,1.1072811000000002
75959997,296712570,1996-05-16,40.25,105.25,-1.0123034
76026406,296971770,1996-06-16,40.25,105.25,0.25258726
76092786,297230970,1996-07-16,40.25,105.25,1.6863412
76159209,297490170,1996-08-16,40.25,105.25,2.1172779
76225553,297749370,1996-09-16,40.25,105.25,-0.9827266
76291983,298008570,1996-10-16,40.25,105.25,1.2664021
76358406,298267770,1996-11-16,40.25,105.25,0.4200772
76424769,298526970,1996-12-16,40.25,105.25,-1.9288218
76491064,298786170,1997-01-16,40.25,105.25,-0.68040067
76557360,299045370,1997-02-15,40.25,105.25,-0.8811704
76623645,299304570,1997-03-16,40.25,105.25,2.2381237
76689935,299563770,1997-04-16,40.25,105.25,-0.7915422
76756356,299822970,1997-05-16,40.25,105.25,-1.3639169
76822696,300082170,1997-06-16,40.25,105.25,-1.3979086
76889094,300341370,1997-07-16,40.25,105.25,1.2811921
76955509,300600570,1997-08-16,40.25,105.25,-0.6258718000000001
77021922,300859770,1997-09-16,40.25,105.25,-2.1915658
77088319,301118970,1997-10-16,40.25,105.25,-0.9254319
77154706,301378170,1997-11-16,40.25,105.25,1.3012214
77221108,301637370,1997-12-16,40.25,105.25,-1.0517459999999998
77287410,301896570,1998-01-16,40.25,105.25,-0.68040067
77353642,302155770,1998-02-15,40.25,105.25,-0.31788698
77419914,302414970,1998-03-16,40.25,105.25,0.92819977
77486149,302674170,1998-04-16,40.25,105.25,-0.17474507
77552549,302933370,1998-05-16,40.25,105.25,1.7871965
77618853,303192570,1998-06-16,40.25,105.25,1.9706092
77685212,303451770,1998-07-16,40.25,105.25,-0.33216694
77751584,303710970,1998-08-16,40.25,105.25,0.23953229
77817956,303970170,1998-09-16,40.25,105.25,1.2895887
77884385,304229370,1998-10-16,40.25,105.25,0.46539098
77950805,304488570,1998-11-16,40.25,105.25,-1.6887747
78017193,304747770,1998-12-16,40.25,105.25,-1.0517459999999998
78083498,305006970,1999-01-16,40.25,105.25,-1.1175531
78149815,305266170,1999-02-15,40.25,105.25,-1.7302967
78216038,305525370,1999-03-16,40.25,105.25,-1.4018035
78282378,305784570,1999-04-16,40.25,105.25,0.9194938
78348775,306043770,1999-05-16,40.25,105.25,2.1889422
78415159,306302970,1999-06-16,40.25,105.25,-1.9105759
78481582,306562170,1999-07-16,40.25,105.25,0.11555381
78548011,306821370,1999-08-16,40.25,105.25,-2.2711945
78614442,307080570,1999-09-16,40.25,105.25,-0.953542
78680874,307339770,1999-10-16,40.25,105.25,-1.0340685
78747289,307598970,1999-11-16,40.25,105.25,-1.2444683
78813677,307858170,1999-12-16,40.25,105.25,-1.0517459999999998
78879966,308117370,2000-01-16,40.25,105.25,0.39432535
78946246,308376570,2000-02-15,40.25,105.25,-0.31788698
79012466,308635770,2000-03-16,40.25,105.25,-1.6876316000000002
79078738,308894970,2000-04-16,40.25,105.25,-1.5150193
79145156,309154170,2000-05-16,40.25,105.25,-1.966227
79211555,309413370,2000-06-16,40.25,105.25,1.9252762
79277946,309672570,2000-07-16,40.25,105.25,-2.171412
79344340,309931770,2000-08-16,40.25,105.25,0.21233404
79410771,310190970,2000-09-16,40.25,105.25,0.5951713000000001
79477185,310450170,2000-10-16,40.25,105.25,-1.1072716
79543610,310709370,2000-11-16,40.25,105.25,0.24083386
79610013,310968570,2000-12-16,40.25,105.25,-1.9288218
79676251,311227770,2001-01-16,40.25,105.25,-0.8896801999999999
79742560,311486970,2001-02-15,40.25,105.25,-1.7302967
79808650,311746170,2001-03-16,40.25,105.25,-1.6876316000000002
79874918,312005370,2001-04-16,40.25,105.25,-0.7915422
79941294,312264570,2001-05-16,40.25,105.25,-0.45867664
80007702,312523770,2001-06-16,40.25,105.25,-2.2830126
80074120,312782970,2001-07-16,40.25,105.25,-1.4719869
80140546,313042170,2001-08-16,40.25,105.25,0.23411249
80206962,313301370,2001-09-16,40.25,105.25,1.7272002
80273394,313560570,2001-10-16,40.25,105.25,1.1159606000000002
80339820,313819770,2001-11-16,40.25,105.25,-1.2444683
80406200,314078970,2001-12-16,40.25,105.25,0.019844448
80472436,314338170,2002-01-16,40.25,105.25,-1.3673708
80538759,314597370,2002-02-15,40.25,105.25,-1.7302967
80604945,314856570,2002-03-16,40.25,105.25,0.45140454
80671255,315115770,2002-04-16,40.25,105.25,2.2055886
80737657,315374970,2002-05-16,40.25,105.25,1.984377
80804079,315634170,2002-06-16,40.25,105.25,1.6298256000000002
80870391,315893370,2002-07-16,40.25,105.25,-1.2045928
80936836,316152570,2002-08-16,40.25,105.25,-2.4458911
81003213,316411770,2002-09-16,40.25,105.25,0.7885201000000001
81069611,316670970,2002-10-16,40.25,105.25,-1.2928983
81135920,316930170,2002-11-16,40.25,105.25,-1.2444683
81202282,317189370,2002-12-16,40.25,105.25,1.0692378
81268515,317448570,2003-01-16,40.25,105.25,-0.487596
81334812,317707770,2003-02-15,40.25,105.25,-0.31788698
81401094,317966970,2003-03-16,40.25,105.25,1.6574235000000002
81467414,318226170,2003-04-16,40.25,105.25,0.53815275
81533835,318485370,2003-05-16,40.25,105.25,2.057373
81600219,318744570,2003-06-16,40.25,105.25,1.0860413
81666620,319003770,2003-07-16,40.25,105.25,-0.017852355
81733046,319262970,2003-08-16,40.25,105.25,-0.6390351
81799480,319522170,2003-09-16,40.25,105.25,1.7272002
81865894,319781370,2003-10-16,40.25,105.25,0.49013707
81932305,320040570,2003-11-16,40.25,105.25,0.17593938
81998703,320299770,2003-12-16,40.25,105.25,0.019844448
82065007,320558970,2004-01-16,40.25,105.25,-0.8896801999999999
82131330,320818170,2004-02-15,40.25,105.25,-2.0501807
82197579,321077370,2004-03-16,40.25,105.25,-0.3918065
82263900,321336570,2004-04-16,40.25,105.25,-1.3685292
82330225,321595770,2004-05-16,40.25,105.25,-0.24303372
82396624,321854970,2004-06-16,40.25,105.25,0.02028818
82462970,322114170,2004-07-16,40.25,105.25,-0.79657334
82529399,322373370,2004-08-16,40.25,105.25,1.2040542
82595836,322632570,2004-09-16,40.25,105.25,1.0905644
82662268,322891770,2004-10-16,40.25,105.25,0.14652124
82728691,323150970,2004-11-16,40.25,105.25,-0.76251185
82795003,323410170,2004-12-16,40.25,105.25,0.019844448
82861309,323669370,2005-01-16,40.25,105.25,-0.8896801999999999
82927537,323928570,2005-02-15,40.25,105.25,1.6481715
82993802,324187770,2005-03-16,40.25,105.25,-1.1301142
83060130,324446970,2005-04-16,40.25,105.25,-1.7440087
83126544,324706170,2005-05-16,40.25,105.25,1.7775008999999995
83192870,324965370,2005-06-16,40.25,105.25,-2.1761467
83259262,325224570,2005-07-16,40.25,105.25,1.0917376
83325654,325483770,2005-08-16,40.25,105.25,-0.07887976
83392004,325742970,2005-09-16,40.25,105.25,1.7793267
83458436,326002170,2005-10-16,40.25,105.25,-0.21279587
83524864,326261370,2005-11-16,40.25,105.25,-1.530181
83591231,326520570,2005-12-16,40.25,105.25,0.019844448
83657413,326779770,2006-01-16,40.25,105.25,2.1694267000000003
83723701,327038970,2006-02-15,40.25,105.25,-0.31788698
83789982,327298170,2006-03-16,40.25,105.25,-1.8877149
83856319,327557370,2006-04-16,40.25,105.25,-1.0543568
83922744,327816570,2006-05-16,40.25,105.25,1.7478695
83989141,328075770,2006-06-16,40.25,105.25,-0.5146403
84055546,328334970,2006-07-16,40.25,105.25,-0.3621132
84121946,328594170,2006-08-16,40.25,105.25,0.66827434
84188325,328853370,2006-09-16,40.25,105.25,0.8093610999999999
84254754,329112570,2006-10-16,40.25,105.25,-1.8735974
84321103,329371770,2006-11-16,40.25,105.25,1.3012214
84387490,329630970,2006-12-16,40.25,105.25,0.019844448
84453787,329890170,2007-01-16,40.25,105.25,-1.3673708
84520054,330149370,2007-02-15,40.25,105.25,-2.0501807
84586325,330408570,2007-03-16,40.25,105.25,2.0642426
84652645,330667770,2007-04-16,40.25,105.25,-0.7597519
84719073,330926970,2007-05-16,40.25,105.25,-1.3903363000000002
84785474,331186170,2007-06-16,40.25,105.25,1.3085624
84851890,331445370,2007-07-16,40.25,105.25,0.40853927
84918345,331704570,2007-08-16,40.25,105.25,-0.705163
84984774,331963770,2007-09-16,40.25,105.25,1.1018308
85051176,332222970,2007-10-16,40.25,105.25,1.9672732
85117597,332482170,2007-11-16,40.25,105.25,-1.3826956
85183979,332741370,2007-12-16,40.25,105.25,0.019844448
85250287,333000570,2008-01-16,40.25,105.25,2.2116368
85316609,333259770,2008-02-15,40.25,105.25,1.6481715
85382601,333518970,2008-03-16,40.25,105.25,-0.5456344
85448934,333778170,2008-04-16,40.25,105.25,0.47886905
85515353,334037370,2008-05-16,40.25,105.25,-1.6945689999999998
85581659,334296570,2008-06-16,40.25,105.25,-0.6891972
85648086,334555770,2008-07-16,40.25,105.25,1.3247286
85714531,334814970,2008-08-16,40.25,105.25,0.7044617
85780907,335074170,2008-09-16,40.25,105.25,1.3784689
85847338,335333370,2008-10-16,40.25,105.25,1.2013266000000002
85913719,335592570,2008-11-16,40.25,105.25,-0.27828220000000004
85980088,335851770,2008-12-16,40.25,105.25,-1.9288218
86046369,336110970,2009-01-16,40.25,105.25,0.5050566
86112688,336370170,2009-02-15,40.25,105.25,-2.0501807
86178948,336629370,2009-03-16,40.25,105.25,-1.5906166000000002
86245219,336888570,2009-04-16,40.25,105.25,-1.3326001
86311648,337147770,2009-05-16,40.25,105.25,0.9059943
86378005,337406970,2009-06-16,40.25,105.25,-2.4445243
86444375,337666170,2009-07-16,40.25,105.25,0.6943076
86510519,337925370,2009-08-16,40.25,105.25,-0.11472018
86576914,338184570,2009-09-16,40.25,105.25,1.665456
86643329,338443770,2009-10-16,40.25,105.25,-1.9138445
86709757,338702970,2009-11-16,40.25,105.25,1.8589361
86776091,338962170,2009-12-16,40.25,105.25,0.019844448
86842256,339221370,2010-01-16,40.25,105.25,-1.1175531
86908295,339480570,2010-02-15,40.25,105.25,0.32838735
86974484,339739770,2010-03-16,40.25,105.25,0.8429532
87040768,339998970,2010-04-16,40.25,105.25,-0.8235684999999999
87107195,340258170,2010-05-16,40.25,105.25,1.8157591
87173584,340517370,2010-06-16,40.25,105.25,0.13042653
87239974,340776570,2010-07-16,40.25,105.25,-1.7292324
87306401,341035770,2010-08-16,40.25,105.25,-1.5416887
87372691,341294970,2010-09-16,40.25,105.25,1.7825035
87439029,341554170,2010-10-16,40.25,105.25,-0.9976979
87505360,341813370,2010-11-16,40.25,105.25,-1.2444683
87571658,342072570,2010-12-16,40.25,105.25,-1.9288218
87637951,342331770,2011-01-16,40.25,105.25,-0.487596
87704265,342590970,2011-02-15,40.25,105.25,-0.31788698
87770536,342850170,2011-03-16,40.25,105.25,-1.4018035
87836844,343109370,2011-04-16,40.25,105.25,-1.7833974
87903264,343368570,2011-05-16,40.25,105.25,-1.2600709
87969678,343627770,2011-06-16,40.25,105.25,1.1284856
88036097,343886970,2011-07-16,40.25,105.25,-2.2088156000000003
88102540,344146170,2011-08-16,40.25,105.25,-0.14482622
88168943,344405370,2011-09-16,40.25,105.25,0.21809657
88235376,344664570,2011-10-16,40.25,105.25,1.7603587
88301789,344923770,2011-11-16,40.25,105.25,0.108229116
88368183,345182970,2011-12-16,40.25,105.25,1.0692378
88434492,345442170,2012-01-16,40.25,105.25,-0.68040067
88500817,345701370,2012-02-15,40.25,105.25,0.32838735
88567104,345960570,2012-03-16,40.25,105.25,0.28094673
88633441,346219770,2012-04-16,40.25,105.25,-1.7049922
88699847,346478970,2012-05-16,40.25,105.25,0.8958665000000001
88766247,346738170,2012-06-16,40.25,105.25,-0.3089453
88832644,346997370,2012-07-16,40.25,105.25,1.3117725
88899071,347256570,2012-08-16,40.25,105.25,-1.2764381
88965485,347515770,2012-09-16,40.25,105.25,1.7305316000000002
89031854,347774970,2012-10-16,40.25,105.25,0.44036826
89098258,348034170,2012-11-16,40.25,105.25,0.108229116
89164651,348293370,2012-12-16,40.25,105.25,-1.0517459999999998
89230957,348552570,2013-01-16,40.25,105.25,-1.3673708
89297253,348811770,2013-02-15,40.25,105.25,-1.7302967
89363493,349070970,2013-03-16,40.25,105.25,-1.9912484
89429800,349330170,2013-04-16,40.25,105.25,-1.7833974
89496170,349589370,2013-05-16,40.25,105.25,0.42170244
89562567,349848570,2013-06-16,40.25,105.25,1.0967389
89628919,350107770,2013-07-16,40.25,105.25,-1.2276063999999998
89695370,350366970,2013-08-16,40.25,105.25,-1.6474605
89761716,350626170,2013-09-16,40.25,105.25,-0.20796612
89828137,350885370,2013-10-16,40.25,105.25,-1.1441001
89894545,351144570,2013-11-16,40.25,105.25,-0.9908852
89960942,351403770,2013-12-16,40.25,105.25,-1.9288218
90027249,351662970,2014-01-16,40.25,105.25,-1.9610839
90093566,351922170,2014-02-15,40.25,105.25,0.32838735
90159846,352181370,2014-03-16,40.25,105.25,-1.9912484
90226140,352440570,2014-04-16,40.25,105.25,1.8395445
90292563,352699770,2014-05-16,40.25,105.25,0.9059943
90358978,352958970,2014-06-16,40.25,105.25,2.1049263
90425395,353218170,2014-07-16,40.25,105.25,-1.3882233
90491838,353477370,2014-08-16,40.25,105.25,0.5607994000000001
90558226,353736570,2014-09-16,40.25,105.25,1.6368792
90624657,353995770,2014-10-16,40.25,105.25,0.988309
90691080,354254970,2014-11-16,40.25,105.25,-0.11339242
90757468,354514170,2014-12-16,40.25,105.25,-1.0517459999999998
90823771,354773370,2015-01-16,40.25,105.25,-1.3673708
90890040,355032570,2015-02-15,40.25,105.25,-1.7302967
90956299,355291770,2015-03-16,40.25,105.25,-1.9912484
91022633,355550970,2015-04-16,40.25,105.25,2.4681265
91088989,355810170,2015-05-16,40.25,105.25,-1.3639169
91155404,356069370,2015-06-16,40.25,105.25,-0.19150805
91221751,356328570,2015-07-16,40.25,105.25,1.0820222
91288186,356587770,2015-08-16,40.25,105.25,-2.0712829
91354613,356846970,2015-09-16,40.25,105.25,1.7600688000000002
91421015,357106170,2015-10-16,40.25,105.25,-0.4397697
91487439,357365370,2015-11-16,40.25,105.25,1.914245
91553839,357624570,2015-12-16,40.25,105.25,-1.0517459999999998
